parent,name,value
2010s American animated television series,The Boss Baby: Back in Business,155359
2010s American animated television series,Breadwinners (TV series),5331
2010s American animated television series,Bubble Guppies,16073
2010s American animated television series,Bunnicula (TV series),13285
2010s American animated television series,Bunsen Is a Beast,924
2010s American animated television series,Busytown Mysteries,2135
2010s American animated television series,Care Bears: Welcome to Care-a-Lot,2425
2010s American animated television series,Care Bears and Cousins,1503
2010s American animated television series,Cars Toons,6786
2010s American animated television series,Cartoon Planet,5795
2010s American animated television series,Casper's Scare School (TV series),1291
2010s American animated television series,The Cat in the Hat Knows a Lot About That!,4648
2010s American animated television series,Chaotic (TV series),6924
2010s American animated television series,Chowder (TV series),19696
2010s American animated television series,Clarence (U.S. TV series),3619
2010s American animated television series,Cloudy with a Chance of Meatballs (TV series),8979
2010s American animated television series,Constantine: City of Demons2010s American animated television series,Craig of the Creek,9953
2010s American animated television series,Creative Galaxy,1672
2010s American animated television series,Curious George (TV series)2010s American animated television series,Cyberchase,15731
2010s American animated television series,Da Jammies,767
2010s American animated television series,Dan Vs.,4126
2010s American animated television series,Danger & Eggs,4538
2010s American animated television series,Daniel Tiger's Neighborhood,25150
2010s American animated television series,Dawn of the Croods,7317
2010s American animated television series,DC Nation Shorts,7357
2010s American animated television series,Descendants: Wicked World,14207
2010s American animated television series,Dinosaur Train,11652
2010s American animated television series,Dinotrux,12356
2010s American animated television series,Doc McStuffins,22005
2010s American animated television series,The Doozers,2338
2010s American animated television series,Dora and Friends: Into the City!,924
2010s American animated television series,Dora the Explorer,48945
2010s American animated television series,Dorothy and the Wizard of Oz,6807
2010s American animated television series,Dot.,2752
2010s American animated television series,DreamWorks Dragons,30260
2010s American animated television series,DuckTales (2017 TV series),37887
2010s American animated television series,Elena of Avalor,37636
2010s American animated television series,The Epic Tales of Captain Underpants,82122
2010s American animated television series,The Fairly OddParents,64705
2010s American animated television series,Fanboy & Chum Chum,8222
2010s American animated television series,Fancy Nancy (TV series)2010s American animated television series,Fetch! with Ruff Ruffman,6541
2010s American animated television series,Fish Hooks,11662
2010s American animated television series,Freedom Fighters: The Ray,322
2010s American animated television series,Fresh Beat Band of Spies,2289
2010s American animated television series,Future-Worm!,5048
2010s American animated television series,G.I. Joe: Renegades,4145
2010s American animated television series,The Garfield Show,6366
2010s American animated television series,Generator Rex,14365
2010s American animated television series,George of the Jungle (2007 TV series),4054
2010s American animated television series,Go  Diego  Go!,1350
2010s American animated television series,Goldie & Bear,6963
2010s American animated television series,Gravity Falls,87425
2010s American animated television series,Green Lantern: The Animated Series,2041
2010s American animated television series,Guardians of the Galaxy (TV series),26845
2010s American animated television series,Hanazuki: Full of Treasures,6645
2010s American animated television series,Handy Manny,11334
2010s American animated television series,Harvey Beaks,10973
2010s American animated television series,Harvey Street Kids,7142
2010s American animated television series,Have a Laugh!,1220
2010s American animated television series,Henry Hugglemonster,3293
2010s American animated television series,Home: Adventures with Tip & Oh,9233
2010s American animated television series,Hot Wheels Battle Force 5,4816
2010s American animated television series,Hotel Transylvania: The Series,15352
2010s American animated television series,Hulk and the Agents of S.M.A.S.H.,8531
2010s American animated television series,If You Give a Mouse a Cookie (TV series),1267
2010s American animated television series,Inspector Gadget (2015 TV series),8141
2010s American animated television series,Iron Man: Armored Adventures,8398
2010s American animated television series,Jake and the Never Land Pirates,12719
2010s American animated television series,Johnny Test,18762
2010s American animated television series,Julius Jr.,157
2010s American animated television series,Jungle Junction,3710
2010s American animated television series,Justice League Action,39805
2010s American animated television series,Kaijudo,2740
2010s American animated television series,Kick Buttowski: Suburban Daredevil,9754
2010s American animated television series,Kong: King of the Apes,4766
2010s American animated television series,Kulipari: An Army of Frogs,4992
2010s American animated television series,Kung Fu Panda: Legends of Awesomeness,78215
2010s American animated television series,Kuu Kuu Harajuku,5947
2010s American animated television series,Lalaloopsy (TV series),1765
2010s American animated television series,The Legend of Korra,77048
2010s American animated television series,Lego Star Wars: The Freemaker Adventures,10245
2010s American animated television series,The Lion Guard,81789
2010s American animated television series,Little Big Awesome,615
2010s American animated television series,Little People (TV series),1293
2010s American animated television series,Littlest Pet Shop (2012 TV series),5737
2010s American animated television series,Littlest Pet Shop: A World of Our Own,687
2010s American animated television series,The Looney Tunes Show,61804
2010s American animated television series,Lost In Oz (TV series),924
2010s American animated television series,The Loud House,85348
2010s American animated television series,Luna Petunia,2306
2010s American animated television series,Mack & Moxy,1669
2010s American animated television series,Mad (TV series),9770
2010s American animated television series,The Magic School Bus Rides Again,19479
2010s American animated television series,Martha Speaks (TV series),4412
2010s American animated television series,The Marvelous Misadventures of Flapjack,21221
2010s American animated television series,Maryoku Yummy,711
2010s American animated television series,Max Steel (2013 TV series),7185
2010s American animated television series,Mickey and the Roadster Racers,19487
2010s American animated television series,Mickey Mouse (TV series),17713
2010s American animated television series,Mickey Mouse Clubhouse,24723
2010s American animated television series,The Mighty B!,7357
2010s American animated television series,Mighty Magiswords,14153
2010s American animated television series,Miles from Tomorrowland,9884
2010s American animated television series,Milo Murphy's Law,41362
2010s American animated television series,Minnie's Bow-Toons,2730
2010s American animated television series,Mixels,4683
2010s American animated television series,Monsters vs. Aliens (TV series),42065
2010s American animated television series,Monsuno,4164
2010s American animated television series,Moose and Zee,2091
2010s American animated television series,Motorcity (TV series),2710
2010s American animated television series,The Mr. Peabody & Sherman Show,7746
2010s American animated television series,Muppet Babies (2018 TV series),15162
2010s American animated television series,My Friends Tigger & Pooh,5482
2010s American animated television series,My Little Pony: Friendship Is Magic,59330
2010s American animated television series,Mysticons,23691
2010s American animated television series,Nature Cat,9823
2010s American animated television series,Nella the Princess Knight,10274
2010s American animated television series,New Looney Tunes,61804
2010s American animated television series,NFL Rush Zone,1643
2010s American animated television series,Ni Hao  Kai-Lan,8861
2010s American animated television series,Niko and the Sword of Light,2500
2010s American animated television series,Nina's World,1877
2010s American animated television series,Noddy  Toyland Detective,4595
2010s American animated television series,OK K.O.! Let's Be Heroes,47847
2010s American animated television series,P. King Duckling,2295
2010s American animated television series,Pac-Man and the Ghostly Adventures,8032
2010s American animated television series,Packages from Planet X,1224
2010s American animated television series,Peanuts (TV series),39379
2010s American animated television series,Peep and the Big Wide World,6765
2010s American animated television series,Peg + Cat,5540
2010s American animated television series,The Penguins of Madagascar,24091
2010s American animated television series,Penn Zero: Part-Time Hero,7925
2010s American animated television series,Phineas and Ferb,71870
2010s American animated television series,Pickle and Peanut,9140
2010s American animated television series,Pig Goat Banana Cricket,7236
2010s American animated television series,Pink Panther and Pals,4315
2010s American animated television series,Pinkalicious & Peterrific,720
2010s American animated television series,Planet Sheen,7719
2010s American animated television series,Popples (2015 TV series),1955
2010s American animated television series,Postcards from Buster,3943
2010s American animated television series,Pound Puppies (2010 TV series),5082
2010s American animated television series,The Powerpuff Girls (2016 TV series),65124
2010s American animated television series,The Problem Solverz,4223
2010s American animated television series,Puppy Dog Pals,26781
2010s American animated television series,Rabbids Invasion,6764
2010s American animated television series,Randy Cunningham: 9th Grade Ninja,5295
2010s American animated television series,Ready Jet Go!,5839
2010s American animated television series,Regular Show,57729
2010s American animated television series,Right Now Kapow,4164
2010s American animated television series,Robot and Monster,2863
2010s American animated television series,Robotomy,2840
2010s American animated television series,Sabrina: Secrets of a Teenage Witch,4586
2010s American animated television series,Sanjay and Craig,9558
2010s American animated television series,SciGirls,1409
2010s American animated television series,Scooby-Doo! Mystery Incorporated,924
2010s American animated television series,Secret Millionaires Club,1873
2010s American animated television series,Secret Mountain Fort Awesome,4851
2010s American animated television series,The Secret Saturdays,8405
2010s American animated television series,Sheriff Callie's Wild West,6537
2010s American animated television series,Shimmer and Shine,39005
2010s American animated television series,Sid the Science Kid,6894
2010s American animated television series,Skylanders Academy,3694
2010s American animated television series,Sofia the First,43690
2010s American animated television series,Sonic Boom (TV series),28446
2010s American animated television series,Space Racers,1431
2010s American animated television series,2010s American animated comedy television series,10
2010s American animated television series,2010s American animated television miniseries,10
2010s American animated comedy television series,Animals.,14341
2010s American animated comedy television series,Axe Cop (TV series),4917
2010s American animated comedy television series,Bob's Burgers,133404
2010s American animated comedy television series,Bordertown (2016 TV series),15820
2010s American animated comedy television series,Bounty Hunters (U.S. TV series),778
2010s American animated comedy television series,God  the Devil and Bob,2853
2010s American animated comedy television series,The Life & Times of Tim,3566
2010s American animated comedy television series,Lucas Bros. Moving Co.,4098
2010s American animated comedy television series,Mike Judge Presents: Tales from the Tour Bus,8081
2010s American animated comedy television series,Mongo Wrestling Alliance,727
2010s American animated comedy television series,Napoleon Dynamite (TV series),7829
2010s American animated comedy television series,Off the Air (TV series),9806
2010s American animated comedy television series,Party Legends,698
2010s American animated comedy television series,Stone Quackers,1822
2010s American animated comedy television series,Tarantula (TV series),4029
2010s American animated comedy television series,Unsupervised,3156
2010s American animated television miniseries,Elements (miniseries),4167
2010s American animated television miniseries,Hero Factory (TV series),1563
2010s American animated television miniseries,Islands (miniseries),3693
2010s American animated television miniseries,Legends of Bikini Bottom,1039
2010s American animated television miniseries,Lego Star Wars: Droid Tales,2948
2010s American animated television miniseries,Lego Star Wars: The Resistance Rises,3050
2010s American animated television miniseries,Long Live the Royals,2110
2010s American animated television miniseries,My Little Pony: Equestria Girls (miniseries),6712
2010s American animated television miniseries,Over the Garden Wall,25542
2010s American animated television miniseries,SpongeBob's Runaway Roadtrip,1287
Lists of characters in American television animation,List of Disney animated universe characters,28427
Lists of characters in American television animation,List of Hanna-Barbera characters,52188
Lists of characters in American television animation,List of Looney Tunes and Merrie Melodies characters,61804
Lists of characters in American television animation,List of Adventure Time characters,165172
Lists of characters in American television animation,List of The Adventures of the Galaxy Rangers characters,3579
Lists of characters in American television animation,List of The Amazing World of Gumball characters,14089
Lists of characters in American television animation,List of Animaniacs characters,401
Lists of characters in American television animation,List of Arthur characters,14777
Lists of characters in American television animation,List of As Told by Ginger characters,10940
Lists of characters in American television animation,List of Avatar: The Last Airbender characters,96356
Lists of characters in American television animation,List of The Avengers: Earth's Mightiest Heroes characters,17651
Lists of characters in American television animation,List of Back at the Barnyard characters,8030
Lists of characters in American television animation,List of Back to the Future characters,17249
Lists of characters in American television animation,List of The Batman characters,12186
Lists of characters in American television animation,List of Batman Beyond characters,35683
Lists of characters in American television animation,List of Batman: The Brave and the Bold characters,215979
Lists of characters in American television animation,List of Ben 10 characters,10
Lists of characters in American television animation,List of Ben 10 villains,10
Lists of characters in American television animation,List of Beverly Hills Teens characters,2184
Lists of characters in American television animation,List of Beware the Batman characters,12292
Lists of characters in American television animation,List of Blue's Clues characters,32675
Lists of characters in American television animation,List of Bob's Burgers characters,133404
Lists of characters in American television animation,List of Bucky O'Hare characters,439
Lists of characters in American television animation,List of Camp Lazlo characters,12540
Lists of characters in American television animation,List of Class of 3000 characters,9981
Lists of characters in American television animation,List of The Country Mouse and the City Mouse Adventures characters,1785
Lists of characters in American television animation,List of Courage the Cowardly Dog characters,29903
Lists of characters in American television animation,List of Cyberchase minor characters,15731
Lists of characters in American television animation,List of Danny Phantom characters,30347
Lists of characters in American television animation,List of Daria characters,30480
Lists of characters in American television animation,List of Darkwing Duck characters,19269
Lists of characters in American television animation,List of Dexter's Laboratory characters,30350
Lists of characters in American television animation,List of Dinosaur Train characters,11652
Lists of characters in American television animation,List of Doug characters,3430
Lists of characters in American television animation,List of Duck Dodgers characters,3478
Lists of characters in American television animation,List of DuckTales characters,37887
Lists of characters in American television animation,List of Ed  Edd n Eddy characters,45273
Lists of characters in American television animation,List of El Tigre: The Adventures of Manny Rivera characters,7673
Lists of characters in American television animation,List of The Emperor's New Groove characters,36093
Lists of characters in American television animation,List of Evil Con Carne characters,7984
Lists of characters in American television animation,List of The Fairly OddParents characters,64705
Lists of characters in American television animation,List of Fetch! with Ruff Ruffman characters,6541
Lists of characters in American television animation,List of Foster's Home for Imaginary Friends characters,924
Lists of characters in American television animation,List of G.I. Joe: Renegades characters,4145
Lists of characters in American television animation,List of Garfield characters,522
Lists of characters in American television animation,List of Gargoyles characters,5254
Lists of characters in American television animation,List of Gobots characters,1224
Lists of characters in American television animation,List of Gravity Falls characters,87425
Lists of characters in American television animation,List of The Grim Adventures of Billy & Mandy characters,22935
Lists of characters in American television animation,List of Happy Tree Friends characters,24980
Lists of characters in American television animation,List of Disney's Hercules characters,11578
Lists of characters in American television animation,List of Hey Arnold! characters,33643
Lists of characters in American television animation,List of Hi Hi Puffy AmiYumi characters,12627
Lists of characters in American television animation,List of The Incredible Hulk characters,924
Lists of characters in American television animation,List of Invader Zim characters,924
Lists of characters in American television animation,List of Jackie Chan Adventures characters,19096
Lists of characters in American television animation,List of Jem characters,5301
Lists of characters in American television animation,List of The Jetsons characters,55413
Lists of characters in American television animation,List of Jimmy Neutron characters,9387
Lists of characters in American television animation,List of Johnny Test characters,18762
Lists of characters in American television animation,List of Kaijudo characters,2740
Lists of characters in American television animation,List of Kappa Mikey characters,6882
Lists of characters in American television animation,List of Kim Possible characters,34775
Lists of characters in American television animation,List of King of the Hill characters,167778
Lists of characters in American television animation,List of Krypto the Superdog characters,1471
Lists of characters in American television animation,List of Lilo & Stitch characters,51226
Lists of characters in American television animation,List of Scooby-Doo characters,22838
Lists of characters in American television animation,List of Little Lulu characters,5821
Lists of characters in American television animation,List of The Little Mermaid characters,14407
Lists of characters in American television animation,List of Littlest Pet Shop (2012 TV series) characters,5737
Lists of characters in American television animation,List of Loonatics Unleashed characters,8034
Lists of characters in American television animation,List of The Magic School Bus characters,9675
Lists of characters in American television animation,List of Making Fiends characters,404
Lists of characters in American television animation,List of Martha Speaks characters,1021
Lists of characters in American television animation,List of Masters of the Universe characters,20753
Lists of characters in American television animation,List of The Mighty B! characters,7357
Lists of characters in American television animation,List of Mighty Magiswords characters,1275
Lists of characters in American television animation,List of Mr. Meaty characters,767
Lists of characters in American television animation,List of My Life as a Teenage Robot characters,15202
Lists of characters in American television animation,List of My Little Pony characters,6115
Lists of characters in American television animation,List of My Little Pony (1986) characters,5608
Lists of characters in American television animation,List of My Little Pony characters animated in the 2000s,10
Lists of characters in American television animation,List of mainline My Little Pony ponies,3742
Lists of characters in American television animation,List of My Little Pony Earth ponies,3778
Lists of characters in American television animation,List of My Little Pony: Friendship Is Magic characters,59330
Lists of characters in American television animation,List of OK K.O.! Let's Be Heroes characters,47847
Lists of characters in American television animation,List of Osmosis Jones and Ozzy & Drix characters,27558
Lists of characters in American television animation,List of Over the Garden Wall characters,25542
Lists of characters in American television animation,List of Phineas and Ferb guest stars,71870
Lists of characters in American television animation,List of Phineas and Ferb characters,71870
Lists of characters in American television animation,List of Police Academy characters,14651
Lists of characters in American television animation,List of Pound Puppies characters,1701
Lists of characters in American television animation,List of The Powerpuff Girls (2016 TV series) characters,65124
Lists of characters in American television animation,List of The Powerpuff Girls secondary characters,65124
Lists of characters in American television animation,List of Princess Gwenevere and the Jewel Riders characters,432
Lists of characters in American television animation,List of Regular Show characters,57729
Lists of characters in American television animation,List of The Ren & Stimpy Show characters,35228
Lists of characters in American television animation,List of Rocko's Modern Life characters,10594
Lists of characters in American television animation,List of Rugrats characters,46900
Lists of characters in American television animation,List of The Secret Saturdays characters,8405
Lists of characters in American television animation,List of animated Sesame Street characters,874
Lists of characters in American television animation,List of She-Ra: Princess of Power characters,9022
Lists of characters in American television animation,List of The Simpsons characters,247582
Lists of characters in American television animation,List of The Smurfs characters,19744
Lists of characters in American television animation,List of The Spectacular Spider-Man characters,164169
Lists of characters in American television animation,List of Speed Racer: The Next Generation characters,23840
Lists of characters in American television animation,List of Spider-Man (1994 TV series) characters,23579
Lists of characters in American television animation,List of Spider-Man and His Amazing Friends characters,164169
Lists of characters in American television animation,List of SpongeBob SquarePants characters,22088
Lists of characters in American television animation,List of Star vs. the Forces of Evil characters,73577
Lists of characters in American television animation,List of Star Wars Rebels characters,216197
Lists of characters in American television animation,List of Star Wars: The Clone Wars cast members,4170
Lists of characters in American television animation,List of Static Shock characters,10
Lists of characters in American television animation,List of Steven Universe characters,168646
Lists of characters in American television animation,List of Super Friends members,19234
Lists of characters in American television animation,List of Super Friends villains,19234
Lists of characters in American television animation,List of Super Robot Monkey Team Hyperforce Go! characters,8229
Lists of characters in American television animation,List of TaleSpin characters,17932
Lists of characters in American television animation,List of Teen Titans characters,12354
Lists of characters in American television animation,List of Teen Titans Go! characters,4494
Lists of characters in American television animation,List of Teenage Mutant Ninja Turtles characters,18675
Lists of characters in American television animation,Table of Teenage Mutant Ninja Turtles character appearances,634
Lists of characters in American television animation,List of ThunderCats characters,15097
Lists of characters in American television animation,List of Tiny Toon Adventures characters,28870
Lists of characters in American television animation,List of Tom and Jerry characters,138103
Lists of characters in American television animation,List of Top Cat characters,21113
Lists of characters in American television animation,List of The Transformers (TV series) characters,15306
Lists of characters in American television animation,List of Transformers: Animated characters,35161
Lists of characters in American television animation,List of Transformers: Prime characters,35161
Lists of characters in American television animation,List of Transformers: Rescue Bots characters,10762
Lists of characters in American television animation,List of Tutenstein characters,400
Lists of characters in American television animation,List of Underdog characters,6453
Lists of characters in American television animation,List of We Bare Bears characters,55842
Lists of characters in American television animation,List of X-Men (TV series) characters,25890
Lists of characters in American television animation,List of X-Men: Evolution characters,15921
Lists of characters in American television animation,List of Young Justice (TV series) characters,9469
Lists of characters in American television animation,Lists of characters in American television animation by series,10
American children's animated television series,Amazing Animals,1763
American children's animated television series,Animated Stories from the Bible,2041
American children's animated television series,Anthony Ant,439
American children's animated television series,Around the World in 80 Days (1972 TV series),794
American children's animated television series,Baggy Pants and the Nitwits,1343
American children's animated television series,Barker Bill's Cartoon Show,212
American children's animated television series,The Big World of Little Adam,295
American children's animated television series,Blinky's Fun Club,378
American children's animated television series,The Bod Squad,675
American children's animated television series,Booples,194
American children's animated television series,The Bugs Bunny Show,54060
American children's animated television series,The California Raisin Show,867
American children's animated television series,Calliope (TV series),501
American children's animated television series,Capt'n Sailorbird,257
American children's animated television series,CBS Storybreak,1367
American children's animated television series,Chowdaheads,247
American children's animated television series,Chucklewood Critters,771
American children's animated television series,Classical Baby,3452
American children's animated television series,Crashbox,3409
American children's animated television series,Dancing Sushi,724
American children's animated television series,Davey and Goliath,6195
American children's animated television series,The DJ Kat Show,1158
American children's animated television series,Domo TV,989
American children's animated television series,Ellen's Acres,668
American children's animated television series,Emma's Theatre,124
American children's animated television series,Esme and Roy,2726
American children's animated television series,Fabulous Funnies,422
American children's animated television series,Family Classic Tales,160
American children's animated television series,Famous Classic Tales,730
American children's animated television series,Force Five,2151
American children's animated television series,Four Eyes!,342
American children's animated television series,Friends and Heroes,710
American children's animated television series,Gaither's Pond,558
American children's animated television series,Gaspard and Lisa (TV series),1998
American children's animated television series,The Get Along Gang,3287
American children's animated television series,Glitch Techs,6929
American children's animated television series,HBO Storybook Musicals,865
American children's animated television series,Higglytown Heroes,6959
American children's animated television series,Horrible Histories (2001 TV series),2135
American children's animated television series,The Houndcats,963
American children's animated television series,Hurricanes (TV series),1401
American children's animated television series,I Am the Greatest: The Adventures of Muhammad Ali,1496
American children's animated television series,JOT (TV series),605
American children's animated television series,K10C: Kids' Ten Commandments,10
American children's animated television series,Kissyfur,2138
American children's animated television series,Larryboy: The Cartoon Adventures,1947
American children's animated television series,Leader Dog,228
American children's animated television series,Little Clowns of Happytown,858
American children's animated television series,Madeline (TV series),6031
American children's animated television series,Maxie's World,1566
American children's animated television series,McGee and Me!,3466
American children's animated television series,The Metric Marvels,446
American children's animated television series,Micro Ventures,611
American children's animated television series,Minnie's Bow-Toons,2730
American children's animated television series,Monster Farm,655
American children's animated television series,Moose and Zee,2091
American children's animated television series,Mr. Magoo (TV series),20019
American children's animated television series,Mutant League,1914
American children's animated television series,Nicktoons Film Festival,723
American children's animated television series,Nina Needs to Go!,1350
American children's animated television series,Phred on Your Head Show,865
American children's animated television series,The Power Team (TV series),1669
American children's animated television series,Ranger Rob,1965
American children's animated television series,Shane's Kindergarten Countdown,271
American children's animated television series,Skyhawks,532
American children's animated television series,Sport Billy,1267
American children's animated television series,Spunky and Tadpole,285
American children's animated television series,Storybook World,108
American children's animated television series,The Story Keepers,1489
American children's animated television series,Strawberry Shortcake (2003 TV series),14071
American children's animated television series,Tasty Time with ZeFronk,872
American children's animated television series,These Are the Days (TV series),976
American children's animated television series,Time for Timer,1690
American children's animated television series,Tortellini Western,240
American children's animated television series,The Underseas Explorers,106
American children's animated television series,The URL with Phred Show,536
American children's animated television series,USA Cartoon Express,2886
American children's animated television series,VeggieTales,24513
American children's animated television series,Video Power,2248
American children's animated television series,Walt Disney's Mickey and Donald,351324
American children's animated television series,What-a-Mess,1958
American children's animated television series,Whisker Haven,4064
American children's animated television series,Word Party,4202
American children's animated television series,American children's animated television series by genre,10
American children's animated television series,Lists of American children's animated television series episodes,10
American children's animated television series by genre,American children's animated action television series,10
American children's animated television series by genre,American children's animated adventure television series,10
American children's animated television series by genre,American children's animated comedy television series,10
American children's animated television series by genre,American children's animated fantasy television series,10
American children's animated television series by genre,American children's animated musical television series,10
American children's animated television series by genre,American children's animated mystery television series,10
American children's animated television series by genre,American children's animated science fiction television series,10
American children's animated television series by genre,American children's animated superhero television series,10
American children's animated action television series,Action Man (1995 TV series),2137
American children's animated action television series,Adventure Time,165172
American children's animated action television series,The Adventures of Batman,215979
American children's animated action television series,The Adventures of Gulliver,1845
American children's animated action television series,The Adventures of Puss in Boots,19674
American children's animated action television series,Adventures of Sonic the Hedgehog,10934
American children's animated action television series,The Adventures of Super Mario Bros. 3,6080
American children's animated action television series,The Adventures of Superboy (TV series),1279
American children's animated action television series,The Adventures of the Galaxy Rangers,3579
American children's animated action television series,Disney's Adventures of the Gummi Bears,15809
American children's animated action television series,Aladdin (animated TV series),6438
American children's animated action television series,Alien Racers,838
American children's animated action television series,The All New Popeye Hour,1929
American children's animated action television series,The All-New Super Friends Hour,19234
American children's animated action television series,American Dragon: Jake Long,14294
American children's animated action television series,Animated Tales of the World,2041
American children's animated action television series,Aquaman (TV series),1225
American children's animated action television series,Archie's Weird Mysteries,6964
American children's animated action television series,Atom Ant,3277
American children's animated action television series,The Atom Ant/Secret Squirrel Show,7856
American children's animated action television series,Avatar: The Last Airbender,96356
American children's animated action television series,The Avengers: Earth's Mightiest Heroes,17651
American children's animated action television series,The Avengers: United They Stand,4626
American children's animated action television series,Batman Beyond,35683
American children's animated action television series,The Batman,12186
American children's animated action television series,Batman: The Animated Series,2041
American children's animated action television series,Batman: The Brave and the Bold,215979
American children's animated action television series,Battle of the Planets,9098
American children's animated action television series,BattleTech: The Animated Series,1624
American children's animated action television series,Beast Machines: Transformers,3805
American children's animated action television series,Beast Wars: Transformers,11895
American children's animated action television series,Ben 10 (2005 TV series),10
American children's animated action television series,Ben 10 (2016 TV series),10
American children's animated action television series,Ben 10: Alien Force,10
American children's animated action television series,Ben 10: Omniverse,10
American children's animated action television series,Ben 10: Ultimate Alien,10
American children's animated action television series,Beware the Batman,12292
American children's animated action television series,Big Hero 6: The Series,46190
American children's animated action television series,Biker Mice from Mars,8980
American children's animated action television series,Biker Mice from Mars (2006 TV series),8980
American children's animated action television series,Bionic Six,2973
American children's animated action television series,Birdman and the Galaxy Trio,6388
American children's animated action television series,Blackstar (TV series),3871
American children's animated action television series,Blazing Teens,3737
American children's animated action television series,BraveStarr,6816
American children's animated action television series,Bruno the Kid,1656
American children's animated action television series,Bucky O'Hare and the Toad Wars,2358
American children's animated action television series,Butt-Ugly Martians,2975
American children's animated action television series,Buzz Lightyear of Star Command,10811
American children's animated action television series,Cadillacs and Dinosaurs (TV series),2824
American children's animated action television series,Captain N: The Game Master,7129
American children's animated action television series,Captain Planet and the Planeteers,26107
American children's animated action television series,Challenge of the GoBots,4956
American children's animated action television series,Challenge of the Super Friends,19234
American children's animated action television series,Chaotic (TV series),6924
American children's animated action television series,Clutch Cargo,5199
American children's animated action television series,Codename: Kids Next Door,34652
American children's animated action television series,Conan and the Young Warriors,1216
American children's animated action television series,Conan the Adventurer (animated series),4658
American children's animated action television series,COPS (animated TV series),4609
American children's animated action television series,Cyberchase,15731
American children's animated action television series,Da Boom Crew,994
American children's animated action television series,Danger Rangers,1925
American children's animated action television series,Danny Phantom,30347
American children's animated action television series,Darkstalkers (TV series),12245
American children's animated action television series,Darkwing Duck,19269
American children's animated action television series,Dave the Barbarian,6469
American children's animated action television series,DC Nation Shorts,7357
American children's animated action television series,DC Super Hero Girls (TV series),27937
American children's animated action television series,Defenders of the Earth,5643
American children's animated action television series,Devlin (TV series),1248
American children's animated action television series,Dexter's Laboratory,30350
American children's animated action television series,Dino-Riders,4482
American children's animated action television series,DinoSquad,2189
American children's animated action television series,Double Dragon (TV series),2124
American children's animated action television series,Dragon Flyz,1668
American children's animated action television series,Dragon's Lair (TV series),1809
American children's animated action television series,Drak Pack,1467
American children's animated action television series,Duck Dodgers (TV series),3478
American children's animated action television series,DuckTales,37887
American children's animated action television series,DuckTales (2017 TV series),37887
American children's animated action television series,Dungeons & Dragons (TV series),12843
American children's animated action television series,Dynomutt  Dog Wonder,4022
American children's animated action television series,Eagle Riders,1309
American children's animated action television series,Earthworm Jim (TV series),3967
American children's animated action television series,El Tigre: The Adventures of Manny Rivera,7673
American children's animated action television series,Elena of Avalor,37636
American children's animated action television series,The Epic Tales of Captain Underpants,82122
American children's animated action television series,Exosquad,3811
American children's animated action television series,Extreme Dinosaurs,5037
American children's animated action television series,Extreme Ghostbusters,7123
American children's animated action television series,Fangface,1667
American children's animated action television series,Fantastic Four (1967 TV series),3108
American children's animated action television series,Fantastic Four (1994 TV series),5561
American children's animated action television series,Fantastic Four: World's Greatest Heroes,4530
American children's animated action television series,Fillmore!,9898
American children's animated action television series,Flash Gordon (1996 TV series),1409
American children's animated action television series,Frankenstein Jr. and The Impossibles,924
American children's animated action television series,The Freedom Force (TV series),977
American children's animated action television series,The Further Adventures of SuperTed,4785
American children's animated action television series,G-Force: Guardians of Space,5695
American children's animated action television series,G.I. Joe Extreme,2016
American children's animated action television series,G.I. Joe: A Real American Hero (1989 TV series),3144
American children's animated action television series,G.I. Joe: Renegades,4145
American children's animated action television series,G.I. Joe: Sigma 6,3804
American children's animated action television series,Gadget Boy & Heather,2098
American children's animated action television series,Galidor: Defenders of the Outer Dimension,2762
American children's animated action television series,Galtar and the Golden Lance,1530
American children's animated action television series,Gargoyles (TV series),23734
American children's animated action television series,Generator Rex,14365
American children's animated action television series,Ghostbusters (1986 TV series),6077
American children's animated action television series,Godzilla (animated series),5167
American children's animated action television series,Godzilla: The Series,10911
American children's animated action television series,Green Lantern: The Animated Series,2041
American children's animated action television series,Guardians of the Galaxy (TV series),26845
American children's animated action television series,Harvey Street Kids,7142
American children's animated action television series,He-Man and the Masters of the Universe,22683
American children's animated action television series,He-Man and the Masters of the Universe (2002 TV series),9239
American children's animated action television series,The Herculoids,7140
American children's animated action television series,Hero Factory (TV series),1563
American children's animated action television series,Hi Hi Puffy AmiYumi,12627
American children's animated action television series,Highlander: The Animated Series,2859
American children's animated action television series,Hong Kong Phooey,12796
American children's animated action television series,Hot Wheels Battle Force 5,4816
American children's animated action television series,Hulk and the Agents of S.M.A.S.H.,8531
American children's animated action television series,Hulk Hogan's Rock 'n' Wrestling,3372
American children's animated action television series,The Incredible Hulk (1996 TV series),924
American children's animated action television series,The Incredible Hulk (1982 TV series),924
American children's animated action television series,Inhumanoids,3462
